metric,area,comp,suff
mae,0.05,8.610096,26.555628
mae,0.075,11.099613,25.035686
mae,0.1,12.297583,24.249346
mae,0.15,14.520031,22.752227
mse,0.05,6.341456,40.232978
mse,0.075,9.436034,36.175701
mse,0.1,11.128412,34.177422
mse,0.15,14.606242,30.531603
