metric,area,comp,suff
mae,0.05,9.874892,25.510961
mae,0.075,12.087448,23.36651
mae,0.1,13.13394,22.134383
mae,0.15,15.106004,19.504226
mse,0.05,7.687651,37.425373
mse,0.075,10.759173,31.906336
mse,0.1,12.396304,28.939462
mse,0.15,15.725335,23.077089
