metric,area,comp,suff
mae,0.05,5.021678,27.649097
mae,0.075,7.759039,25.859605
mae,0.1,9.221047,24.743691
mae,0.15,11.835429,22.431778
mse,0.05,2.555995,44.087776
mse,0.075,5.149906,39.035603
mse,0.1,6.815891,36.013687
mse,0.15,10.290615,30.12847
