metric,area,comp,suff
mae,0.05,11.156975,16.315021
mae,0.075,12.64436,14.861637
mae,0.1,13.418126,14.048432
mae,0.15,14.881,12.278246
mse,0.05,9.7353,18.060693
mse,0.075,11.901667,15.196759
mse,0.1,13.10873,13.68803
mse,0.15,15.581606,10.650963
