metric,area,comp,suff
mae,0.05,5.691339,20.088979
mae,0.075,7.366421,19.440303
mae,0.1,8.244349,19.07893
mae,0.15,9.947175,18.250979
mse,0.05,3.275368,26.658604
mse,0.075,4.822661,25.11089
mse,0.1,5.775275,24.249893
mse,0.15,7.872866,22.362058
