metric,area,comp,suff
mae,0.05,11.21203,16.335207
mae,0.075,12.777169,14.88536
mae,0.1,13.550464,14.033372
mae,0.15,14.997646,12.210746
mse,0.05,9.850044,18.081801
mse,0.075,12.16598,15.207659
mse,0.1,13.415336,13.627752
mse,0.15,15.94581,10.499912
