metric,area,comp,suff
mae,0.05,2.249014,21.681425
mae,0.075,3.541608,21.068142
mae,0.1,4.374046,20.60576
mae,0.15,6.737366,19.300595
mse,0.05,0.577754,30.759628
mse,0.075,1.364555,29.248767
mse,0.1,1.996268,28.117326
mse,0.15,4.306867,25.00611
