metric,area,comp,suff
mae,0.05,3.95095,28.252695
mae,0.075,4.914138,27.324925
mae,0.1,5.683539,26.488587
mae,0.15,7.266405,24.632664
mse,0.05,1.46253,45.424468
mse,0.075,2.079132,42.915923
mse,0.1,2.683027,40.812928
mse,0.15,4.071272,36.319065
