metric,area,comp,suff
accuracy,0.05,0.961056,0.973307
accuracy,0.075,0.951941,0.957485
accuracy,0.1,0.941327,0.945885
accuracy,0.15,0.927774,0.922566
auc,0.05,0.220585,0.194923
auc,0.075,0.219874,0.200026
auc,0.1,0.219287,0.206363
auc,0.15,0.218469,0.20843
cross_entropy,0.05,0.130895,0.1412
cross_entropy,0.075,0.153412,0.165525
cross_entropy,0.1,0.174456,0.188711
cross_entropy,0.15,0.20841,0.22947
