metric,area,comp,suff
accuracy,0.05,0.985894,0.987532
accuracy,0.075,0.984809,0.986585
accuracy,0.1,0.984592,0.986802
accuracy,0.15,0.984375,0.986348
auc,0.05,0.23168,0.227728
auc,0.075,0.226339,0.230043
auc,0.1,0.219238,0.231432
auc,0.15,0.210003,0.230613
cross_entropy,0.05,0.086163,0.096792
cross_entropy,0.075,0.090501,0.098808
cross_entropy,0.1,0.093019,0.099124
cross_entropy,0.15,0.095792,0.100112
