metric,area,comp,suff
accuracy,0.05,0.984809,0.987196
accuracy,0.075,0.983941,0.990668
accuracy,0.1,0.985243,0.991319
accuracy,0.15,0.985243,0.992622
auc,0.05,0.213003,0.219469
auc,0.075,0.202843,0.220056
auc,0.1,0.193766,0.218775
auc,0.15,0.181345,0.220627
cross_entropy,0.05,0.089892,0.088918
cross_entropy,0.075,0.093546,0.088527
cross_entropy,0.1,0.095758,0.090482
cross_entropy,0.15,0.099037,0.092286
