metric,area,comp,suff
accuracy,0.05,0.98763,0.984375
accuracy,0.075,0.987196,0.984809
accuracy,0.1,0.986111,0.985243
accuracy,0.15,0.984592,0.985026
auc,0.05,0.225091,0.191174
auc,0.075,0.224272,0.205795
auc,0.1,0.22381,0.214269
auc,0.15,0.222189,0.220626
cross_entropy,0.05,0.080291,0.107323
cross_entropy,0.075,0.080307,0.10538
cross_entropy,0.1,0.081007,0.10526
cross_entropy,0.15,0.083673,0.104572
