metric,area,comp,suff
mae,0.05,2.72346,17.094267
mae,0.075,4.021137,16.615624
mae,0.1,4.797914,16.300216
mae,0.15,6.532305,15.443602
mse,0.05,0.708708,19.158378
mse,0.075,1.445064,18.236661
mse,0.1,1.992308,17.631283
mse,0.15,3.513374,16.051948
