metric,area,comp,suff
mae,0.05,9.840398,25.077318
mae,0.075,9.989467,24.957851
mae,0.1,11.744807,23.469589
mae,0.15,13.632542,21.83873
mse,0.05,9.52977,42.159839
mse,0.075,9.629619,41.815048
mse,0.1,12.389295,37.402958
mse,0.15,15.718189,32.698327
