metric,area,comp,suff
mae,0.05,5.157095,20.601715
mae,0.075,6.608171,19.835465
mae,0.1,7.954572,19.179701
mae,0.15,11.181038,17.384134
mse,0.05,2.921449,28.008104
mse,0.075,4.390342,26.226376
mse,0.1,5.884522,24.730482
mse,0.15,10.492202,20.635886
