metric,area,comp,suff
mae,0.05,6.748889,14.490473
mae,0.075,8.293163,13.204326
mae,0.1,9.234002,12.215573
mae,0.15,10.439455,10.503359
mse,0.05,4.087005,12.541775
mse,0.075,5.728257,10.515792
mse,0.1,6.897627,9.056137
mse,0.15,8.378938,6.860407
