metric,area,comp,suff
mae,0.05,3.396439,27.381864
mae,0.075,5.142483,25.312765
mae,0.1,6.284683,23.955218
mae,0.15,8.826067,20.717214
mse,0.05,1.038519,43.131776
mse,0.075,2.177108,37.353866
mse,0.1,3.142882,33.765197
mse,0.15,5.788208,25.830936
