metric,area,comp,suff
mae,0.05,6.276257,28.006907
mae,0.075,7.044911,26.892011
mae,0.1,7.503221,26.171595
mae,0.15,8.613012,24.413114
mse,0.05,3.638498,44.929463
mse,0.075,4.274731,41.70685
mse,0.1,4.698464,39.693327
mse,0.15,5.816056,34.99767
