metric,area,comp,suff
accuracy,0.05,0.982205,0.981337
accuracy,0.075,0.981988,0.982422
accuracy,0.1,0.981771,0.980903
accuracy,0.15,0.981337,0.981554
auc,0.05,0.430156,0.444239
auc,0.075,0.355432,0.452643
auc,0.1,0.311813,0.456019
auc,0.15,0.28619,0.457826
cross_entropy,0.05,0.1065,0.118577
cross_entropy,0.075,0.115752,0.11926
cross_entropy,0.1,0.119988,0.120743
cross_entropy,0.15,0.12413,0.120646
