metric,area,comp,suff
mae,0.05,7.622926,18.184292
mae,0.075,8.949273,17.414642
mae,0.1,9.611691,16.955141
mae,0.15,10.916554,15.873847
mse,0.05,5.59337,22.13324
mse,0.075,7.008712,20.39915
mse,0.1,7.794871,19.381356
mse,0.15,9.452145,17.109805
