metric,area,comp,suff
mae,0.05,5.471577,19.79593
mae,0.075,7.042374,19.171238
mae,0.1,7.885901,18.78215
mae,0.15,9.589021,17.921388
mse,0.05,3.129288,26.007357
mse,0.075,4.537277,24.536936
mse,0.1,5.404794,23.62285
mse,0.15,7.39831,21.65696
