metric,area,comp,suff
mae,0.05,9.014004,17.76261
mae,0.075,10.35606,16.888549
mae,0.1,11.032911,16.372085
mae,0.15,12.325466,15.185583
mse,0.05,7.257868,20.886336
mse,0.075,8.931337,19.019085
mse,0.1,9.877559,17.948756
mse,0.15,11.713386,15.585949
