metric,area,comp,suff
mae,0.05,5.545805,19.19874
mae,0.075,7.906029,17.717819
mae,0.1,9.095619,17.017435
mae,0.15,11.168317,15.607978
mse,0.05,3.553991,24.664736
mse,0.075,5.818809,21.129943
mse,0.1,7.106356,19.521766
mse,0.15,9.629437,16.361837
