metric,area,comp,suff
mae,0.05,4.43067,11.081667
mae,0.075,5.23031,10.04924
mae,0.1,5.642641,9.400975
mae,0.15,6.361963,8.070584
mse,0.05,1.749418,7.545862
mse,0.075,2.291435,6.319132
mse,0.1,2.588621,5.590768
mse,0.15,3.132387,4.22956
