metric,area,comp,suff
accuracy,0.05,0.429773,0.928915
accuracy,0.075,0.425309,0.958791
accuracy,0.1,0.423077,0.96772
accuracy,0.15,0.420845,0.961023
auc,0.05,0.437191,0.933299
auc,0.075,0.428768,0.946726
auc,0.1,0.42651,0.947917
auc,0.15,0.422377,0.953274
cross_entropy,0.05,3.448239,0.318646
cross_entropy,0.075,3.502322,0.26581
cross_entropy,0.1,3.525028,0.241835
cross_entropy,0.15,3.523522,0.221811
