metric,area,comp,suff
accuracy,0.05,0.42445,0.356628
accuracy,0.075,0.416724,0.419815
accuracy,0.1,0.42342,0.472012
accuracy,0.15,0.410027,0.568853
auc,0.05,0.425724,0.753927
auc,0.075,0.42259,0.765438
auc,0.1,0.419569,0.768511
auc,0.15,0.415057,0.793057
cross_entropy,0.05,3.012854,1.099485
cross_entropy,0.075,3.119562,0.94029
cross_entropy,0.1,3.194963,0.828233
cross_entropy,0.15,3.266398,0.696313
