metric,area,comp,suff
accuracy,0.05,0.642514,0.452266
accuracy,0.075,0.611264,0.462397
accuracy,0.1,0.569025,0.451236
accuracy,0.15,0.543441,0.444368
auc,0.05,0.644521,0.463916
auc,0.075,0.658886,0.423791
auc,0.1,0.623037,0.431279
auc,0.15,0.561583,0.451127
cross_entropy,0.05,1.236994,3.445298
cross_entropy,0.075,1.4958,3.282386
cross_entropy,0.1,1.789387,3.064157
cross_entropy,0.15,2.096376,2.968766
