metric,area,comp,suff
accuracy,0.05,0.526786,0.447802
accuracy,0.075,0.535543,0.463427
accuracy,0.1,0.524382,0.471325
accuracy,0.15,0.506525,0.473386
auc,0.05,0.749627,0.457595
auc,0.075,0.656046,0.448071
auc,0.1,0.656693,0.455927
auc,0.15,0.587621,0.506816
cross_entropy,0.05,1.917851,3.532251
cross_entropy,0.075,2.104485,3.415747
cross_entropy,0.1,2.165968,3.207582
cross_entropy,0.15,2.296887,2.968304
