metric,area,comp,suff
accuracy,0.05,0.984729,0.980388
accuracy,0.075,0.982559,0.97952
accuracy,0.1,0.982559,0.980605
accuracy,0.15,0.981473,0.983644
auc,0.05,0.368018,0.347796
auc,0.075,0.362861,0.358281
auc,0.1,0.353448,0.361925
auc,0.15,0.338047,0.366625
cross_entropy,0.05,0.116475,0.129438
cross_entropy,0.075,0.120153,0.128547
cross_entropy,0.1,0.122858,0.12846
cross_entropy,0.15,0.127118,0.127372
