metric,area,comp,suff
accuracy,0.05,0.79725,0.761443
accuracy,0.075,0.662386,0.602845
accuracy,0.1,0.580256,0.538609
accuracy,0.15,0.51963,0.506609
auc,0.05,0.23378,0.209475
auc,0.075,0.234011,0.210328
auc,0.1,0.232945,0.213211
auc,0.15,0.230489,0.218047
cross_entropy,0.05,0.386076,0.413219
cross_entropy,0.075,0.513037,0.545285
cross_entropy,0.1,0.62177,0.658883
cross_entropy,0.15,0.786352,0.828563
