metric,area,comp,suff
accuracy,0.05,0.989149,0.982205
accuracy,0.075,0.988498,0.981771
accuracy,0.1,0.988715,0.981988
accuracy,0.15,0.987196,0.982856
auc,0.05,0.249074,0.222032
auc,0.075,0.248611,0.229489
auc,0.1,0.248611,0.23335
auc,0.15,0.247685,0.23879
cross_entropy,0.05,0.113182,0.126915
cross_entropy,0.075,0.11372,0.123829
cross_entropy,0.1,0.114019,0.119817
cross_entropy,0.15,0.11465,0.114711
