metric,area,comp,suff
accuracy,0.05,0.983073,0.986979
accuracy,0.075,0.982856,0.990668
accuracy,0.1,0.982856,0.991536
accuracy,0.15,0.982422,0.991753
auc,0.05,0.217092,0.22705
auc,0.075,0.203848,0.227621
auc,0.1,0.192403,0.227282
auc,0.15,0.173047,0.228935
cross_entropy,0.05,0.11939,0.117923
cross_entropy,0.075,0.124812,0.118516
cross_entropy,0.1,0.127602,0.119504
cross_entropy,0.15,0.131711,0.119878
