metric,area,comp,suff
accuracy,0.05,0.955749,0.960523
accuracy,0.075,0.930694,0.933949
accuracy,0.1,0.911813,0.905086
accuracy,0.15,0.880465,0.869614
auc,0.05,0.242956,0.198942
auc,0.075,0.238046,0.198859
auc,0.1,0.231035,0.201769
auc,0.15,0.21985,0.203398
cross_entropy,0.05,0.186867,0.212567
cross_entropy,0.075,0.221804,0.24866
cross_entropy,0.1,0.252243,0.27865
cross_entropy,0.15,0.297444,0.322628
