metric,area,comp,suff
accuracy,0.05,0.982442,0.984395
accuracy,0.075,0.982225,0.990017
accuracy,0.1,0.982225,0.991319
accuracy,0.15,0.982008,0.995443
auc,0.05,0.250661,0.246263
auc,0.075,0.245213,0.250322
auc,0.1,0.240228,0.25253
auc,0.15,0.214906,0.25415
cross_entropy,0.05,0.111579,0.130598
cross_entropy,0.075,0.115212,0.129031
cross_entropy,0.1,0.119073,0.127983
cross_entropy,0.15,0.12502,0.125693
