metric,area,comp,suff
mae,0.05,3.454125,20.212133
mae,0.075,5.11073,19.200919
mae,0.1,6.514105,18.490621
mae,0.15,9.191832,16.432417
mse,0.05,1.269825,26.521821
mse,0.075,2.479975,24.257066
mse,0.1,3.775947,22.678994
mse,0.15,6.775679,18.31354
