metric,area,comp,suff
accuracy,0.05,0.899725,0.937672
accuracy,0.075,0.87294,0.897665
accuracy,0.1,0.860749,0.871051
accuracy,0.15,0.839629,0.85886
auc,0.05,0.398157,0.265937
auc,0.075,0.380607,0.262519
auc,0.1,0.374808,0.264823
auc,0.15,0.348195,0.267281
cross_entropy,0.05,0.269303,0.229616
cross_entropy,0.075,0.346609,0.280854
cross_entropy,0.1,0.412353,0.327787
cross_entropy,0.15,0.504152,0.416065
