metric,area,comp,suff
accuracy,0.05,0.914148,0.961023
accuracy,0.075,0.902988,0.956559
accuracy,0.1,0.898523,0.952095
accuracy,0.15,0.899725,0.952095
auc,0.05,0.511521,0.304147
auc,0.075,0.509217,0.313364
auc,0.1,0.497696,0.317972
auc,0.15,0.456221,0.322581
cross_entropy,0.05,0.206035,0.191667
cross_entropy,0.075,0.239053,0.206386
cross_entropy,0.1,0.250104,0.216483
cross_entropy,0.15,0.271799,0.234116
