metric,area,comp,suff
accuracy,0.05,0.985577,0.975618
accuracy,0.075,0.985577,0.975618
accuracy,0.1,0.985577,0.975618
accuracy,0.15,0.973386,0.975618
auc,0.05,0.428571,0.240515
auc,0.075,0.428571,0.224078
auc,0.1,0.426267,0.22957
auc,0.15,0.421659,0.29255
cross_entropy,0.05,0.097319,0.153391
cross_entropy,0.075,0.096624,0.155428
cross_entropy,0.1,0.097638,0.155363
cross_entropy,0.15,0.103964,0.14954
