metric,area,comp,suff
accuracy,0.05,0.982143,0.982143
accuracy,0.075,0.982143,0.982143
accuracy,0.1,0.982143,0.982143
accuracy,0.15,0.979911,0.982143
auc,0.05,0.269048,0.265476
auc,0.075,0.245238,0.265476
auc,0.1,0.242857,0.267857
auc,0.15,0.196428,0.271429
cross_entropy,0.05,0.090472,0.128732
cross_entropy,0.075,0.095767,0.124994
cross_entropy,0.1,0.098936,0.122997
cross_entropy,0.15,0.110277,0.117708
