metric,area,comp,suff
mae,0.05,4.058266,15.62064
mae,0.075,6.553775,14.183721
mae,0.1,8.20968,13.310617
mae,0.15,11.3598,11.281039
mse,0.05,2.257646,16.618865
mse,0.075,4.500535,13.978988
mse,0.1,6.281923,12.446515
mse,0.15,10.106594,9.127785
