metric,area,comp,suff
mae,0.05,2.351022,27.250749
mae,0.075,3.805911,26.476626
mae,0.1,4.64927,26.07027
mae,0.15,6.3267,25.210707
mse,0.05,0.657891,42.911054
mse,0.075,1.498252,40.932146
mse,0.1,2.124527,39.967821
mse,0.15,3.55622,37.949357
