metric,area,comp,suff
accuracy,0.05,0.546532,0.770776
accuracy,0.075,0.536573,0.807521
accuracy,0.1,0.525412,0.821944
accuracy,0.15,0.512191,0.863152
auc,0.05,0.618917,0.921163
auc,0.075,0.612892,0.933826
auc,0.1,0.608064,0.95304
auc,0.15,0.613798,0.955034
cross_entropy,0.05,2.082742,0.50701
cross_entropy,0.075,2.125154,0.459895
cross_entropy,0.1,2.159948,0.435048
cross_entropy,0.15,2.154435,0.405298
