metric,area,comp,suff
accuracy,0.05,0.514423,0.628434
accuracy,0.075,0.512191,0.650755
accuracy,0.1,0.509959,0.676339
accuracy,0.15,0.516655,0.713255
auc,0.05,0.409026,0.891035
auc,0.075,0.403758,0.923326
auc,0.1,0.408715,0.970065
auc,0.15,0.409023,0.979073
cross_entropy,0.05,2.184851,0.774933
cross_entropy,0.075,2.260683,0.684673
cross_entropy,0.1,2.294544,0.595715
cross_entropy,0.15,2.305731,0.544937
