metric,area,comp,suff
accuracy,0.05,0.784684,0.583791
accuracy,0.075,0.771291,0.57263
accuracy,0.1,0.721497,0.59478
accuracy,0.15,0.633414,0.6159
auc,0.05,0.885557,0.679026
auc,0.075,0.863644,0.712727
auc,0.1,0.795317,0.731584
auc,0.15,0.720215,0.778555
cross_entropy,0.05,0.46886,0.700886
cross_entropy,0.075,0.502681,0.682898
cross_entropy,0.1,0.557947,0.658318
cross_entropy,0.15,0.636269,0.634206
