metric,area,comp,suff
accuracy,0.05,0.691106,0.649554
accuracy,0.075,0.621051,0.695055
accuracy,0.1,0.542239,0.73386
accuracy,0.15,0.483173,0.738324
auc,0.05,0.899952,0.753851
auc,0.075,0.856467,0.782288
auc,0.1,0.787569,0.810502
auc,0.15,0.731254,0.836102
cross_entropy,0.05,0.556232,0.610393
cross_entropy,0.075,0.628103,0.581004
cross_entropy,0.1,0.716141,0.549576
cross_entropy,0.15,0.820413,0.512339
