metric,area,comp,suff
accuracy,0.05,0.605769,0.498455
accuracy,0.075,0.559066,0.505323
accuracy,0.1,0.541209,0.505323
accuracy,0.15,0.521119,0.520948
auc,0.05,0.772911,0.613969
auc,0.075,0.743837,0.617008
auc,0.1,0.729519,0.622197
auc,0.15,0.697389,0.635507
cross_entropy,0.05,1.013046,0.955038
cross_entropy,0.075,1.221644,1.038381
cross_entropy,0.1,1.382602,1.108699
cross_entropy,0.15,1.589976,1.226226
