metric,area,comp,suff
accuracy,0.05,0.861951,0.514423
accuracy,0.075,0.809753,0.5
accuracy,0.1,0.785199,0.517857
accuracy,0.15,0.765968,0.535714
auc,0.05,0.952737,0.603013
auc,0.075,0.93918,0.619165
auc,0.1,0.925797,0.622121
auc,0.15,0.904178,0.646672
cross_entropy,0.05,0.403013,0.749622
cross_entropy,0.075,0.432699,0.738629
cross_entropy,0.1,0.450659,0.734506
cross_entropy,0.15,0.499506,0.707835
