metric,area,comp,suff
accuracy,0.05,0.454499,0.712912
accuracy,0.075,0.451065,0.764251
accuracy,0.1,0.439904,0.793098
accuracy,0.15,0.41432,0.803056
auc,0.05,0.582481,0.792596
auc,0.075,0.517705,0.822957
auc,0.1,0.475177,0.854501
auc,0.15,0.430099,0.881524
cross_entropy,0.05,1.078312,0.54677
cross_entropy,0.075,1.179902,0.500068
cross_entropy,0.1,1.224868,0.472819
cross_entropy,0.15,1.22989,0.440381
