metric,area,comp,suff
accuracy,0.05,0.988064,0.935185
accuracy,0.075,0.985243,0.934398
accuracy,0.1,0.980388,0.933449
accuracy,0.15,0.977133,0.93783
auc,0.05,0.608786,0.369452
auc,0.075,0.605188,0.409262
auc,0.1,0.602175,0.439621
auc,0.15,0.588644,0.483162
cross_entropy,0.05,0.098572,0.268452
cross_entropy,0.075,0.105362,0.262913
cross_entropy,0.1,0.113674,0.256718
cross_entropy,0.15,0.126561,0.245813
