metric,area,comp,suff
accuracy,0.05,0.990114,0.962947
accuracy,0.075,0.983563,0.963381
accuracy,0.1,0.981827,0.96711
accuracy,0.15,0.979657,0.969755
auc,0.05,0.480109,0.390272
auc,0.075,0.474667,0.426704
auc,0.1,0.469077,0.445122
auc,0.15,0.448074,0.461161
cross_entropy,0.05,0.121272,0.169485
cross_entropy,0.075,0.124433,0.160831
cross_entropy,0.1,0.127728,0.156767
cross_entropy,0.15,0.135097,0.153077
