metric,area,comp,suff
mae,0.05,7.941299,13.489739
mae,0.075,9.248835,12.454646
mae,0.1,9.963566,11.699623
mae,0.15,10.968129,10.22508
mse,0.05,5.678626,11.411381
mse,0.075,7.122441,9.897597
mse,0.1,7.983517,8.825665
mse,0.15,9.191254,6.893765
