metric,area,comp,suff
accuracy,0.05,0.911058,0.96669
accuracy,0.075,0.911058,0.96669
accuracy,0.1,0.911058,0.964457
accuracy,0.15,0.911058,0.968922
auc,0.05,0.66655,0.996716
auc,0.075,0.611282,0.997537
auc,0.1,0.543948,0.998358
auc,0.15,0.537825,1.0
cross_entropy,0.05,0.388171,0.33835
cross_entropy,0.075,0.392095,0.337203
cross_entropy,0.1,0.394944,0.334626
cross_entropy,0.15,0.3968,0.333118
