metric,area,comp,suff
accuracy,0.05,0.900927,0.896291
accuracy,0.075,0.864354,0.879636
accuracy,0.1,0.847699,0.867445
accuracy,0.15,0.836538,0.85079
auc,0.05,0.7345,0.665397
auc,0.075,0.69419,0.664024
auc,0.1,0.678305,0.662767
auc,0.15,0.657196,0.661525
cross_entropy,0.05,0.415146,0.458254
cross_entropy,0.075,0.445375,0.479589
cross_entropy,0.1,0.470128,0.496074
cross_entropy,0.15,0.508374,0.524717
