metric,area,comp,suff
accuracy,0.05,0.952095,0.917582
accuracy,0.075,0.938702,0.917582
accuracy,0.1,0.929773,0.928743
accuracy,0.15,0.925309,0.93544
auc,0.05,0.992558,0.92002
auc,0.075,0.982783,0.94037
auc,0.1,0.948879,0.946921
auc,0.15,0.910174,0.962016
cross_entropy,0.05,0.35035,0.369122
cross_entropy,0.075,0.356797,0.365839
cross_entropy,0.1,0.362972,0.363806
cross_entropy,0.15,0.370631,0.360454
