metric,area,comp,suff
accuracy,0.05,0.924107,0.964286
accuracy,0.075,0.924107,0.966518
accuracy,0.1,0.924107,0.966518
accuracy,0.15,0.924107,0.975446
auc,0.05,0.369741,0.563492
auc,0.075,0.332132,0.563383
auc,0.1,0.321956,0.563383
auc,0.15,0.296747,0.567063
cross_entropy,0.05,0.387602,0.335498
cross_entropy,0.075,0.395076,0.329481
cross_entropy,0.1,0.401969,0.320993
cross_entropy,0.15,0.406386,0.31465
