metric,area,comp,suff
mae,0.05,10.886744,15.315358
mae,0.075,12.343639,14.144331
mae,0.1,13.044559,13.447878
mae,0.15,14.388237,11.911107
mse,0.05,9.267051,15.910465
mse,0.075,11.294235,13.68835
mse,0.1,12.368477,12.434316
mse,0.15,14.551428,9.858286
