metric,area,comp,suff
mae,0.05,6.821838,20.442594
mae,0.075,9.000537,19.997143
mae,0.1,10.118857,19.714131
mae,0.15,12.206602,19.053753
mse,0.05,4.477827,27.084755
mse,0.075,6.879026,25.960693
mse,0.1,8.304914,25.276021
mse,0.15,11.271619,23.729033
