metric,area,comp,suff
mae,0.05,6.242244,18.809183
mae,0.075,7.859248,18.070911
mae,0.1,8.648014,17.650544
mae,0.15,10.158685,16.690578
mse,0.05,4.387945,23.853805
mse,0.075,5.893775,22.110316
mse,0.1,6.715244,21.138819
mse,0.15,8.498424,19.025739
