metric,area,comp,suff
mae,0.05,7.971538,18.246394
mae,0.075,8.729716,17.794385
mae,0.1,9.173521,17.501937
mae,0.15,10.168642,16.806233
mse,0.05,6.050669,22.165931
mse,0.075,6.77966,21.164903
mse,0.1,7.252317,20.550955
mse,0.15,8.402746,19.10171
