metric,area,comp,suff
mae,0.05,1.601921,22.992826
mae,0.075,2.605639,22.354794
mae,0.1,3.302417,21.943848
mae,0.15,5.085789,20.734536
mse,0.05,0.295833,30.464756
mse,0.075,0.670807,28.948118
mse,0.1,1.02142,28.019144
mse,0.15,2.23826,25.489693
