metric,area,comp,suff
accuracy,0.05,0.998698,0.981988
accuracy,0.075,0.998481,0.981554
accuracy,0.1,0.998264,0.980903
accuracy,0.15,0.998264,0.977431
auc,0.05,0.069444,0.049283
auc,0.075,0.069444,0.052867
auc,0.1,0.069444,0.052643
auc,0.15,0.069444,0.061604
cross_entropy,0.05,0.077204,0.195512
cross_entropy,0.075,0.07727,0.195391
cross_entropy,0.1,0.076975,0.196896
cross_entropy,0.15,0.07478,0.202692
