metric,area,comp,suff
accuracy,0.05,0.852983,0.703598
accuracy,0.075,0.763277,0.658381
accuracy,0.1,0.694819,0.623658
accuracy,0.15,0.609671,0.579841
auc,0.05,0.034722,0.02963
auc,0.075,0.034722,0.030324
auc,0.1,0.034722,0.031481
auc,0.15,0.034028,0.032407
cross_entropy,0.05,0.294955,0.449445
cross_entropy,0.075,0.378994,0.511988
cross_entropy,0.1,0.452181,0.556619
cross_entropy,0.15,0.559695,0.629881
