metric,area,comp,suff
accuracy,0.05,0.987532,0.970821
accuracy,0.075,0.983645,0.968336
accuracy,0.1,0.982126,0.965416
accuracy,0.15,0.970309,0.950679
auc,0.05,0.034491,0.02037
auc,0.075,0.034259,0.020602
auc,0.1,0.034028,0.020602
auc,0.15,0.034028,0.021991
cross_entropy,0.05,0.119094,0.194538
cross_entropy,0.075,0.127452,0.194049
cross_entropy,0.1,0.135844,0.19659
cross_entropy,0.15,0.151172,0.206506
