metric,area,comp,suff
accuracy,0.05,0.999566,0.98112
accuracy,0.075,0.998698,0.97895
accuracy,0.1,0.998264,0.979818
accuracy,0.15,0.998698,0.979818
auc,0.05,0.069444,0.043011
auc,0.075,0.069444,0.042563
auc,0.1,0.06922,0.045475
auc,0.15,0.06922,0.053987
cross_entropy,0.05,0.077546,0.194764
cross_entropy,0.075,0.078215,0.192063
cross_entropy,0.1,0.078872,0.189865
cross_entropy,0.15,0.080406,0.18494
